tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
24333,DellCares,False,Wed Nov 01 08:59:00 +0000 2017,@121251 I can understand your concern and we regret the inconvenience caused to you. Please DM us the system service tag along (1),,24332.0
26143,DellCares,False,Wed Nov 01 09:41:29 +0000 2017,@121717 Our Colleagues @121718  will assist you in regards to your query. ^KT,"26144,26145",26146.0
26144,121717,True,Wed Nov 01 09:44:37 +0000 2017,@DellCares @121718 They have failed so far and can't seemed to communicate with each other.,,26143.0
26145,121719,True,Wed Nov 01 12:58:59 +0000 2017,"@DellCares @121717 @121718 Dell simply don't care, DONT BUY DELL",,26143.0
26146,121717,True,Wed Nov 01 09:06:12 +0000 2017,@DellCares a week without a working computer and DELL think this is prioritisation... They couldn't care less.,26143,
26147,DellCares,False,Wed Nov 01 09:29:02 +0000 2017,@121720 Feel free to reach out to us for any further assistance. ^MS(2),,26148.0
26149,DellCares,False,Wed Nov 01 09:29:01 +0000 2017,"@121720 Hi Mike,
As your concern has been taken care of may we go ahead and archive the case?(1)",,26148.0
28211,DellCares,False,Wed Nov 01 10:11:00 +0000 2017,@122177 Hope you are doing fine. This is a follow up message. Were you able to update the drivers as suggested for issue resolution? ^RC,,28212.0
28212,122177,True,Tue Oct 31 01:34:24 +0000 2017,@DellCares Messaged,"28211,28213,28214,28215",28216.0
28216,DellCares,False,Tue Oct 31 01:33:02 +0000 2017,"@122177 4.Please provide the system service tag, registered owner’s name &amp; contact number.
How to find the service tag: https://t.co/yZEgRlCBG4
^NS",28212,28217.0
28217,122177,True,Tue Oct 31 00:58:44 +0000 2017,@DellCares what is this https://t.co/IAbRCMyOdr,"28216,28218,28219,28220,28221",
31233,DellCares,False,Wed Nov 22 17:27:00 +0000 2017,@122886 We suggest that you keep working with our escalations team as they are the best team to provide you a resolution on this case. We have already notified them. Kindly remove the picture from the public tweet for security reasons.^KT https://t.co/oEoSPnwg0y,,31234.0
31234,122886,True,Wed Nov 22 16:44:47 +0000 2017,@DellCares I bought a new computer I want a new computer! End of story. https://t.co/8NGEpnHhxt,31233,31235.0
31235,DellCares,False,Wed Nov 22 15:45:33 +0000 2017,"@122886 Hi Linda,
We understand your concern. We have written to our Executive Escalations team as they are working on this case. They will contact you at the earliest. We request you to wait for their reply.
^NS",31234,31236.0
31236,122886,True,Wed Nov 22 15:24:24 +0000 2017,@DellCares Do NOT order a Dell!! My laptop crashed in less then 30 days after receipt!3mos later still no resolution! They want to refurbish it! Lol!,31235,31237.0
31237,DellCares,False,Wed Nov 22 15:00:12 +0000 2017,"It's almost #BlackFriday &amp; #CyberMonday!  Once you've placed your #Dell order, you've got instant access to its progress each step of the way to your door! 

https://t.co/gI2kN3iN44 https://t.co/03zjen3gn4","31236,31238,31239",
32874,DellCares,False,Wed Nov 01 12:17:00 +0000 2017,@123295 We are eager to help you. DM us if you need any assistance. We work 24/7.^KT https://t.co/oEoSPnwg0y,,32875.0
35688,DellCares,False,Wed Nov 01 13:04:30 +0000 2017,"@123784 Hi, 
We haven't heard back from you yet. If you still need assistance, we are available 24/7. ^MU",,35689.0
35689,123784,True,Tue Oct 31 16:22:43 +0000 2017,@DellCares @118197 Now I know why not to buy Dell - horribly slow tech support wasting my time.,"35688,35690,35691",
35822,DellCares,False,Thu Sep 28 14:29:55 +0000 2017,"@123808 Hi, Mark,
Thank you for reaching out to us. For security reasons kindly delete the system service tag from the public message.(1",35823,35824.0
35823,123808,True,Wed Nov 01 13:36:19 +0000 2017,"@DellCares Hello, I need a mew motherboard  for this Dell XPS 8500. I guess my question is, will installing a new motherboard mess up my window?","35825,35826,35827,35828,35829",35822.0
35825,DellCares,False,Wed Nov 01 14:26:01 +0000 2017,@123808 further assistance. Click on the link: https://t.co/WyvtOtaxyB which has a video which explains (4),35830,35823.0
35830,123808,True,Wed Nov 01 14:29:15 +0000 2017,"@DellCares My service is CMX9NS1, is there a email address I can use to contact you,I'm to new to twitter to know how to really use it",,35825.0
35826,DellCares,False,Wed Nov 01 14:26:00 +0000 2017,@123808 how to find the system service tag. ^MS(5),,35823.0
35827,DellCares,False,Wed Nov 01 14:25:36 +0000 2017,@123808 contact our sales team if you want to purchase a new motherboard.  Kindly DM the system service tag if you require any(3),,35823.0
35828,DellCares,False,Wed Nov 01 14:25:36 +0000 2017,@123808 activate windows after the Motherboard is replaced as the windows product key is embedded on the motherboard. You may (2),35831,35823.0
35831,123808,True,Wed Nov 01 15:30:27 +0000 2017,"@DellCares I guess I don't understand, how do I get the embedded windows key if I need to enter it after replacing the MB?",,35828.0
35829,DellCares,False,Wed Nov 01 14:25:00 +0000 2017,"@123808 Hi Mark,
Thank you for reaching out to us. Changing the Motherboard will not affect windows. However, you may have to (1)",35832,35823.0
35832,123808,True,Wed Nov 01 14:30:31 +0000 2017,@DellCares have to what?,35833,35829.0
35833,DellCares,False,Wed Nov 01 15:22:25 +0000 2017,"@123808 HI Mark,
We have replied to you via Direct Message. ^MS",,35832.0
35824,123808,True,Thu Sep 28 13:47:43 +0000 2017,@DellCares Is there a email address I can email to tech support?,35822,
37506,DellCares,False,Wed Nov 22 19:18:00 +0000 2017,"@124139 Hi Tony,

As requested earlier, please share the requested deails to review and assist further.

-Farooq","37507,37508",37509.0
37507,124139,True,Wed Nov 22 19:40:21 +0000 2017,@DellCares So I'm going to continue to get my story out and warn people. I will be a constant thorn in Dell's side until the account is back will Dell and payments are continued as before as per contract,,37506.0
37508,124139,True,Wed Nov 22 19:38:33 +0000 2017,"@DellCares Sure my name is Anthony D Sabine, I bought an Alienware X51, my address is 315 king street west apt2 saint john NB E2M1S8. With that you should find the info you need. However with my experience trying to resolve this before I'm not confident anything will be done",37510,37506.0
37510,DellCares,False,Wed Nov 22 20:30:23 +0000 2017,@124139 Looping in our team @124140  to assist you further.^FA,,37508.0
37509,124139,True,Wed Nov 22 18:29:19 +0000 2017,@DellCares I've talked to several people already including folks from Dell financial. I'm done playing games. I want someone with authority that can and will take back my account from collections and set it back as per agreement,37506,37511.0
37511,DellCares,False,Wed Nov 22 18:27:00 +0000 2017,"@124139 Hi Tony,

We are willing to assist you and see what best can be done here. 

Please DM the below details to review further and share our finance team's contact details.

Dell Order Number / service tag, registered owner name, email address and region of purchase. 

-Farooq",37509,37512.0
37512,124139,True,Wed Nov 22 17:28:11 +0000 2017,@DellCares I want my account taken from collections and back to Dell and continue taking payments as before. If this does not happen I will intensify my social media postings. People have to know the risks on one's credit when dealing with Dell.,37511,37513.0
37513,124139,True,Wed Nov 22 17:25:24 +0000 2017,@DellCares I've talked to several people at Dell and all I get is the run around. So I'm going continue to post what Dell did until this matter is resolved correctly. Furthermore I will increase how many times I post what happened and I'll begin making YouTube videos showing what Dell did.,37512,37514.0
37514,DellCares,False,Wed Nov 22 02:04:00 +0000 2017,@124139 Greetings! We're awaiting the requested information to assist you further. Please DM us the details. ^SP,37513,37515.0
40137,DellCares,False,Wed Nov 01 15:12:01 +0000 2017,"@124797 We are concerned to read your Tweet and would love to have this checked for you! If there are any unresolved issues, /1",,40138.0
43164,DellCares,False,Wed Nov 01 15:48:29 +0000 2017,"@125554 Hi, we have direct messaged you. ^KL https://t.co/oEoSPnwg0y",,43165.0
43166,DellCares,False,Wed Nov 01 15:38:29 +0000 2017,@125555 and a brief description of the issue. Service tag : https://t.co/bajDpBPfiy ^KT (3) https://t.co/oEoSPnwg0y,,43167.0
43167,125555,True,Wed Nov 01 12:05:17 +0000 2017,"@DellCares whoa, worst customer service on earth! seriously  can't even answer simplest questions. embarrassing. really.","43166,43168,43169",
43168,DellCares,False,Wed Nov 01 15:38:00 +0000 2017,"@125555 Kindly DM your system service tag, email id and registered owner's name(2) https://t.co/oEoSPnwg0y",,43167.0
43169,DellCares,False,Wed Nov 01 15:37:35 +0000 2017,@125555 That's concerning. We would like to look into this right away to turn this experience around. (1) https://t.co/oEoSPnwg0y,,43167.0
43170,DellCares,False,Wed Nov 01 15:17:34 +0000 2017,"@125556 Also, since when has this been occurring? Service tag: https://t.co/vExPyUJ2XX ^MU 2/2 https://t.co/oEoSPnwg0y",,43171.0
43172,DellCares,False,Wed Nov 01 15:17:00 +0000 2017,@125556 Sorry to hear that! Please DM us the system service tag and registered owner name for us to take a closer look. /1,,43171.0
21279,DellCares,False,Wed Nov 01 16:58:00 +0000 2017,@118196 steps suggested earlier. ^VS (3/3),,21276.0
21280,DellCares,False,Wed Nov 01 16:57:57 +0000 2017,"@118196 based in, as we have some confidential information to share with you. Also let us know the results of the troubleshooting (2/3)",,21276.0
21281,DellCares,False,Wed Nov 01 16:57:57 +0000 2017,"@118196 Greetings, We apologize for the confusion. We request you to kindly follow us and direct message the region where you are (1/3)",,21276.0
48980,DellCares,False,Wed Nov 01 16:55:26 +0000 2017,@126928 Click on the link-https://t.co/164Kiq9DpQ to watch a video on how to locate service tag.(4/4) ^VR,,48981.0
48981,126928,True,Wed Nov 01 16:15:45 +0000 2017,@DellCares can you help me?My laptop refuses to start even when I put it on charge.It was working fine last night.I had put it on sleep mode,"48980,48982,48983,48984",
48982,DellCares,False,Wed Nov 01 16:55:26 +0000 2017,@126928 Please follow us and DM the system tag along with your email address. (3/4),48985,48981.0
48985,126928,True,Wed Nov 01 17:01:05 +0000 2017,@DellCares DMed you,48986,48982.0
48986,DellCares,False,Wed Nov 01 17:42:03 +0000 2017,"@126928 Thank you, we have replied to you via DM. ^NB",,48985.0
48983,DellCares,False,Wed Nov 01 16:55:00 +0000 2017,@126928 Has the device been accidentally damaged in any way? (2/4),48987,48981.0
48987,126928,True,Wed Nov 01 16:57:50 +0000 2017,@DellCares No damage has ever happened to my laptop. It nicely sleeps on my bed or sofa the entire time,,48983.0
48984,DellCares,False,Wed Nov 01 16:54:33 +0000 2017,@126928 Greetings from Dell's Social media team. We are here to assist you with this. /1,,48981.0
48988,DellCares,False,Wed Nov 01 16:49:00 +0000 2017,@126929 Sorry to hear about the technical problems you are facing with your system. Please DM us a brief description of the issues/1,,48989.0
48991,DellCares,False,Wed Nov 01 16:41:29 +0000 2017,@124797 Sorry that you feel that way. Please get back to us if you need any further assistance. We are always available! ^MU,48992,48993.0
48992,124797,True,Thu Nov 02 05:04:58 +0000 2017,@DellCares @DellCares you guys love putting on a show for the public. I think they call it sweet talk. We talk via phone situation ends up different.,,48991.0
48993,124797,True,Wed Nov 01 16:10:40 +0000 2017,@DellCares @Dellcares to late for support now.  Corporates always want to act when the horse has bolted. Twitter will now become my voice.,48991,40139.0
40139,DellCares,False,Wed Nov 01 15:12:31 +0000 2017,@124797 please brief us on the same along with the service tag and registered owner name via DM for further assistance. ^MU 2/2 https://t.co/oEoSPnwg0y,48993,40138.0
50700,DellCares,False,Wed Nov 01 17:44:26 +0000 2017,"@127378 checked, I request you to run a hardware diagnostics and check if you receive any error message. If yes, direct message (2/4)",,50701.0
50701,127378,True,Wed Nov 01 17:03:51 +0000 2017,"@DellCares no the hard disk need to be checked as the system is too slow
also there are bad sectors on the desk","50700,50702,50703,50704,50705",50706.0
50706,DellCares,False,Tue Oct 31 00:25:00 +0000 2017,"@127378 Hi, we haven't heard from you. Feel free to contact us if you need any assistance, we are available 24/7. ^GY",50701,50707.0
50707,127378,True,Fri Oct 27 01:52:44 +0000 2017,"@DellCares thanks 
 motherboard changed however the hard disk issue is still there there are bad sectors in the hard disk need a replacement","50708,50709,50710,50711,50712,50706",50713.0
50713,DellCares,False,Thu Oct 19 09:19:28 +0000 2017,"@127378 Hi Rushikesh,
We are closing the case for the time being. Do get back to us anytime. We are always available.
^NR",50707,50714.0
50714,127378,True,Sun Oct 15 14:13:00 +0000 2017,@DellCares Registered owner name Rushikesh Kolharkar express service tag 2275984910,"50715,50716,50717,50718,50719,50720,50721,50722,50723,50713",50724.0
50724,127378,True,Sat Oct 14 16:09:25 +0000 2017,@DellCares Missing 4 full working days in this because of your product. I understand now there is issue with motherboard and hard disc. This is worst,"50725,50726,50727,50714",50728.0
50728,127378,True,Sat Oct 14 14:28:32 +0000 2017,@DellCares.  I tried Customer care no  at least 15 times but all the times the calls abruptly disconnected. Too painful to call customercare,"50729,50730,50724",
50702,DellCares,False,Wed Nov 01 17:44:00 +0000 2017,"@127378
Greetings,
Thank you replying back. Since you've mentioned that the system is slow and you would like to get the hard drive 1/4",,50701.0
52173,DellCares,False,Wed Nov 01 18:11:27 +0000 2017,@127730 We have responded to you via Direct message. ^DI,,52174.0
52174,127730,True,Wed Nov 01 17:27:12 +0000 2017,@127731 @118197 @DellCares Don't get image on ext mntr unless I toggle FN+F8 a few times.  Image corrects itself after screen shuts off and I hit a key to bring it on,"52173,52175",52176.0
52176,127731,True,Wed Nov 01 11:12:16 +0000 2017,"@127730 @118197 @DellCares I would check dell's website for an updated graphics driver.  Also, use an external monitor to see if you get the lines on that.",52174,52177.0
52177,127730,True,Wed Nov 01 03:31:59 +0000 2017,Hey @118197 @DellCares - all of a sudden when I close the lid and reopen my Inspiron 7567 - I get this crazy screen and have to force shutdown https://t.co/QLhjmBGho9,52176,
52178,DellCares,False,Wed Nov 01 18:07:51 +0000 2017,"@127732 2/2 to serve you better &amp; Direct message the issue details, service tag or order number &amp; owner's name to assist you further. ^PL",,52179.0
52179,127732,True,Wed Nov 01 17:41:40 +0000 2017,I just had the WORST customer experience with @dellcares receptionist. I will never buy a damn thing from them again.,"52178,52180,52181",
52180,DellCares,False,Wed Nov 01 18:07:24 +0000 2017,"@127732 Sorry for the experience you had to go through Jessica, &amp; thank you for reaching out to us. Please provide us an opportunity 1/2",,52179.0
52182,DellCares,False,Wed Nov 01 17:47:00 +0000 2017,"@127733 Hi,

We have replied to you via direct message. ^PL",,52183.0
52183,127733,True,Wed Nov 01 16:58:44 +0000 2017,@DellCares @127734 What exactly are you referring to?,52182,52184.0
52184,DellCares,False,Wed Nov 01 16:57:00 +0000 2017,@127733 You may get in touch with our colleagues @127734 for further assistance on this. ^MU,52183,
50703,DellCares,False,Wed Nov 01 17:46:30 +0000 2017,@127378  run hardware diagnostics (https://t.co/PKC4VWZyei) ^VS 4/4,,50701.0
50704,DellCares,False,Wed Nov 01 17:46:00 +0000 2017,@127378 direct message us the error message along with the service tag and we will proceed further with the troubleshooting. How to 3/4,,50701.0
55514,DellCares,False,Sun Nov 26 01:14:00 +0000 2017,"@128594 Greetings Om, 
As discussed earlier an engineer has been assigned to replace the keyboard on your laptop. 
The service will be completed within the next 2-3 business days. Please feel free to reach out us for any concerns, we will be happy to assist you. ^SK","55515,55516",55517.0
55515,128594,True,Sun Nov 26 03:55:30 +0000 2017,@DellCares Engineer cannot do anything unless the relevant part has been supplied.,"55518,55519,55520,55521",55514.0
55518,DellCares,False,Sun Nov 26 04:14:29 +0000 2017,"@128594 The service center does not work on weekends and it would take 2-3 business days for the service to complete.  
Request you to DM for any other asistance. Thank you!
^ABH 2/2",55522,55515.0
55522,128595,True,Sun Nov 26 08:14:32 +0000 2017,@DellCares @128594 Make sure you have a WARRANTY,,55518.0
55519,DellCares,False,Sun Nov 26 04:13:53 +0000 2017,"@128594 We regret the inconvenience, Om. I would like to confirm that the relevant parts have been shipped and an engineer has been assigned for the keyboard replacement on the computer.  1/2",,55515.0
55520,DellCares,False,Tue Nov 28 04:05:33 +0000 2017,"@128594 If you have any concerns, please feel free to reach out to us and we will be glad to assist you. ^SK(2)",,55515.0
55521,DellCares,False,Tue Nov 28 04:05:33 +0000 2017,"@128594 Greetings Om,
As per the update in our records we see that the keyboard replacement has been complete on your system.  We would like to know if you have collected the system from the service center. (1)",55523,55515.0
55523,128594,True,Tue Nov 28 04:06:55 +0000 2017,@DellCares I have not collected it. I am not in delhi right now. Will collect it tomorrow,55524,55521.0
55524,DellCares,False,Tue Nov 28 05:46:00 +0000 2017,"@128594 Sure Om, thank you for sharing the update. 
Please feel free to reach out to us if you have any concerns, we will be glad to assist you. ^SK","55525,55526",55523.0
55525,128594,True,Wed Nov 29 09:47:14 +0000 2017,@DellCares @128596 has to take responsibity and replace it asap till its done I am not going to stop naming and shaming @128596 and @118197 on social media.,,55524.0
55526,128594,True,Wed Nov 29 09:45:42 +0000 2017,"@DellCares Since you have asked, you have solved one problem and created another for me. My battery which was in perfect condition when have it for servicing is not working when I received my laptop.",55527,55524.0
55527,128594,True,Wed Nov 29 09:50:37 +0000 2017,@DellCares You guys had my laptop for nearly 7 weeks the battery was in perfect order but now the battery is not working. Who will take responsibility for this,"55528,55529",55526.0
55528,DellCares,False,Wed Nov 29 10:25:26 +0000 2017,"@128594 It just might be a coincidence that you have issues with the battery. Having said that, we would like to know what is the issue with the battery via DM so that we can check. ^DL (2/2)","55530,55531,55532",55527.0
55530,128594,True,Wed Nov 29 10:34:49 +0000 2017,@DellCares And to let you know the battery is not charging and screen says it’s permanent battery failure.,"55533,55534",55528.0
55533,DellCares,False,Wed Nov 29 11:21:55 +0000 2017,@128594 We will get back to you within the next 2 to 3 business days once we receive the update from the Service Center team. ^DL,55535,55530.0
55535,128594,True,Fri Dec 01 09:21:47 +0000 2017,@DellCares I got a call from @128596 customer care for feedback on your service &amp; I explained the whole case he got back saying my request for replacement has been approved but I have to visit service centre. I can’t do that I can’t trust you guys with my laptop for even one day,55536,55533.0
55536,128594,True,Fri Dec 01 09:23:08 +0000 2017,"@DellCares @128596 I told them I have to submit my PhD in January I can’t wait for 4 weeks I need a date, he said he would get back to me it’s been 2 hours but with usual efficiency no one has contacted me.",55537,55535.0
55539,DellCares,False,Sun Dec 03 07:05:30 +0000 2017,"@128594 Hi Om Prakash,
We see that he service call to replace the battery is still in progress. We will get an update by Monday or Tuesday and will let you know as soon as we have an update.
^RM",,55538.0
55534,DellCares,False,Wed Nov 29 11:21:26 +0000 2017,"@128594 Om, We have the details of the Service Center in Delhi and we will investigate the case with them internally. Since, the system is Out of Warranty we would not be able to replace the battery free of cost from our end. (1/2)",55540,55530.0
55540,128594,True,Wed Nov 29 11:27:26 +0000 2017,@DellCares Ok fine face the music then,,55534.0
55531,128594,True,Wed Nov 29 10:33:59 +0000 2017,@DellCares The battery was in perfect working condition. Plus you charged 999 for diagnosing. What the hell did you guys do for that amount,,55528.0
55532,128594,True,Wed Nov 29 10:32:48 +0000 2017,@DellCares Coincidence? You are incorrigible the coincidence is that it was in your possession not mine you were supposed to return it in the same condition that you took it. But this was not the case? Who will take responsibility for it?,,55528.0
55529,DellCares,False,Wed Nov 29 10:25:26 +0000 2017,"@128594 Om, We have reviewed the case again and we see that the service was booked for the Keyboard and Palmrest and we apologize for the delay which has happened. Our technicians have replaced both and confirmed the resolution. (1/2)",55541,55527.0
55541,128594,True,Wed Nov 29 10:29:50 +0000 2017,@DellCares But the battery was in perfect working condition when I have it for servicing. The fact that it remained ‘off’ for nearly two months has spoilt the battery. Who will take responsibility for the battery? The laptop was in your possession not mine,55542,55529.0
55542,128594,True,Wed Nov 29 10:30:30 +0000 2017,@DellCares You are only shirking responsibity,,55541.0
55516,128594,True,Sun Nov 26 03:52:09 +0000 2017,"@DellCares My question is very simple has the relevant parts been sent to the service centre? Second. Why did it take so long, is this the average speed for @128596 its not a very tough question.",,55514.0
55517,128594,True,Sat Nov 25 12:12:32 +0000 2017,@DellCares I have not herd from anyone yet. Still dont when I will get my system back. Can you tell me if DELL has sent the relevant parts to the service centre? Dont give diplomatic answers I want a date as it is I have had enough,"55514,55543,55544",55545.0
55545,DellCares,False,Thu Nov 23 07:54:29 +0000 2017,"@128594 Greetings Om, 
We have an update from our service engineering team. 
Your system repairs is taken on priority and the service will be completed at the earliest. 
Please feel free to reach out to us if you have any concerns, we will be happy to assist you. ^SK",55517,
55758,DellCares,False,Wed Nov 01 19:28:00 +0000 2017,@128643 (https://t.co/bar9GmymBS) for our reference. We will certainly have this looked into. ^VS (3/3),,55759.0
55760,DellCares,False,Wed Nov 01 19:27:29 +0000 2017,@128643 and assist you with all the available options within our support boundaries. Please direct message the system service tag (2/3),55762,55759.0
55762,128643,True,Wed Nov 01 19:32:31 +0000 2017,@DellCares Will do so later in the day. Tied up in meetings for the next few hours. Thanks.,55763,55760.0
55763,DellCares,False,Wed Nov 01 19:48:50 +0000 2017,"@128643 Elaine,
We have replied to you via direct message. ^VS",,55762.0
55761,DellCares,False,Wed Nov 01 19:27:00 +0000 2017,"@128643 Hello, We are here to assist you with your concerns and apologize for the inconvenience. We would like to review the case (1/3)",,55759.0
55764,DellCares,False,Wed Nov 01 18:45:31 +0000 2017,"@128644 Hi,

We have replied to you via direct message. ^PL",55765,55766.0
55765,128644,True,Wed Nov 01 19:06:54 +0000 2017,@DellCares just DM'd you,,55764.0
55766,128644,True,Wed Nov 01 17:58:17 +0000 2017,@DellCares @122425 le sigh....constant reinstallation of the Wi-Fi driver and a reinstall something i was told my Inspirion 5448 didn't need,55764,
55906,DellCares,False,Sun Nov 26 01:11:29 +0000 2017,"@128678 We regret your experience. Give us more details about the item you had issues purchasing, we will review and check what we can do. ^VR",,55907.0
55907,128678,True,Sun Nov 26 00:24:57 +0000 2017,"@DellCares order not processed and told i can NOT purchase item.  i thought dell was in the business of selling to any john doe like me, even having a DPA.",55906,
55912,DellCares,False,Sun Nov 26 01:03:02 +0000 2017,"@128681 While we understand this can be of some inconvenience We wish to inform this monitor does not have feature to adjust the height and is working as per the design. Feel free to reach out to us in case you'e any technical issues with it, we'll be glad to look into it. ^KT https://t.co/oEoSPnwg0y",,55913.0
55913,128681,True,Sun Nov 26 00:06:23 +0000 2017,Does my @DellCares se2417hg monitor not adjust up/down? 2 reams of paper underneath will have to be used??? #designfail https://t.co/RfvvY0ZSjJ,55912,
57414,DellCares,False,Wed Nov 01 19:32:40 +0000 2017,"@129020 Greetings,
We have replied to you via direct message. ^VS",,57415.0
57968,DellCares,False,Thu Nov 23 01:02:32 +0000 2017,"@129158 We apologize for the inconvenience caused. We would like to look into this right away. Kindly DM us the system service tag, registered owner's name, Email ID and the troubleshooting performed. Service tag : https://t.co/bFNB208pGD ^KT https://t.co/oEoSPnwg0y",,57969.0
57969,129158,True,Thu Nov 23 00:06:28 +0000 2017,Hi @MicrosoftHelps @DellCares This #bsod DPC_WATCHDOG_VIOLATION repetitive error seems insoluble.  The mandatory @115890 OS updates are incompatible with some @118197 hardware and up to date drivers.  The PC effectively destroyed by the people marketing it.  Response please...,"57968,57970",
