conversation_id,root_tweet_id,customer_id,created_at,customer_message_raw,customer_message_clean,brand_response_raw,brand_response_clean,has_brand_response,turn_count,has_multiple_turns,full_transcript,intent
apple_conv_756,756,115868,Tue Oct 31 20:49:07 +0000 2017,MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport,MY HOME BUTTON DOESN’T WORK #IOS11 [USER],"@115868 Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running? 
@115868 We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how: https://t.co/80YRnjDFDk","[CUSTOMER] Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running? 
[CUSTOMER] We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how: [URL]",True,4,True,"Customer: MY HOME BUTTON DOESN’T WORK #IOS11 [USER]
AppleSupport: [CUSTOMER] Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?
Customer: [USER] Yes it did, 11.0.3
AppleSupport: [CUSTOMER] We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how: [URL]",HARDWARE_SCREEN_AUDIO
apple_conv_765,765,115870,Tue Oct 31 18:20:46 +0000 2017,After update #ios1103 no spotify on my lock screen?@AppleSupport,After update #ios1103 no spotify on my lock screen?[USER],"@115870 Thanks for reaching out to us. Are you experiencing the missing app after restating your device? 
@115870 Just to confirm, this is only happening with Spotify, correct? 
@115870 DM us the specific iOS version you are running currently and we'll continue there. https://t.co/GDrqU22YpT","[CUSTOMER] Thanks for reaching out to us. Are you experiencing the missing app after restating your device? 
[CUSTOMER] Just to confirm, this is only happening with Spotify, correct? 
[CUSTOMER] DM us the specific iOS version you are running currently and we'll continue there. [URL]",True,6,True,"Customer: After update #ios1103 no spotify on my lock screen?[USER]
AppleSupport: [CUSTOMER] Thanks for reaching out to us. Are you experiencing the missing app after restating your device?
Customer: [USER] The app is still there. But no longer able to control it from the lockscreen.
AppleSupport: [CUSTOMER] Just to confirm, this is only happening with Spotify, correct?
Customer: [USER] I can not find an option to get it there. It was just always there when playing.
AppleSupport: [CUSTOMER] DM us the specific iOS version you are running currently and we'll continue there. [URL]",IOS_UPDATE_SYSTEM_CRASH
apple_conv_1759,1759,116098,Tue Oct 31 18:17:27 +0000 2017,Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ @115858 @AppleSupport #anybody https://t.co/urzAfSZL5z,Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ [CUSTOMER] [USER] #anybody [URL],"@116098 We definitely understand your concern. Please backup your iPhone, update and let us know the result: https://t.co/ahjigcvFRG 
@116098 Let's dig into this further with you. DM us and we'll continue there.","[CUSTOMER] We definitely understand your concern. Please backup your iPhone, update and let us know the result: [URL] 
[CUSTOMER] Let's dig into this further with you. DM us and we'll continue there.",True,4,True,"Customer: Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ [CUSTOMER] [USER] #anybody [URL]
AppleSupport: [CUSTOMER] We definitely understand your concern. Please backup your iPhone, update and let us know the result: [URL]
Customer: [USER] I️ just updated it and it’s still coming up [URL]
AppleSupport: [CUSTOMER] Let's dig into this further with you. DM us and we'll continue there.",ACCOUNT_ICLOUD_SECURITY
apple_conv_1764,1764,116100,Tue Oct 31 22:29:29 +0000 2017,"@AppleSupport Hello, I need some help regarding the region change on my Apple ID","[USER] Hello, I need some help regarding the region change on my Apple ID","@116100 This article should help with that: https://t.co/usOJWy6ChP 
@116100 Try contacting our iTunes Store team here for more help: https://t.co/SDIe7UiyJN","[CUSTOMER] This article should help with that: [URL] 
[CUSTOMER] Try contacting our iTunes Store team here for more help: [URL]",True,5,True,"Customer: [USER] Hello, I need some help regarding the region change on my Apple ID
AppleSupport: [CUSTOMER] This article should help with that: [URL]
Customer: [USER] Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit
AppleSupport: [CUSTOMER] Try contacting our iTunes Store team here for more help: [URL]
Customer: [USER] Awesome, thanks",APPSTORE_BILLING_SUBSCRIPTION
apple_conv_1770,1770,116101,Tue Oct 31 22:07:33 +0000 2017,@AppleSupport why is my home sharing not working and how do i fix it,[USER] why is my home sharing not working and how do i fix it,"@116101 We're happy to help. Has Home Sharing worked with these devices before? 
@116101 Thanks for clarifying. Let's meet in DM so we can do more in-depth on this. https://t.co/GDrqU22YpT","[CUSTOMER] We're happy to help. Has Home Sharing worked with these devices before? 
[CUSTOMER] Thanks for clarifying. Let's meet in DM so we can do more in-depth on this. [URL]",True,4,True,"Customer: [USER] why is my home sharing not working and how do i fix it
AppleSupport: [CUSTOMER] We're happy to help. Has Home Sharing worked with these devices before?
Customer: [USER] it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone
AppleSupport: [CUSTOMER] Thanks for clarifying. Let's meet in DM so we can do more in-depth on this. [URL]",GENERAL_INQUIRY_FEEDBACK
apple_conv_1781,1781,116104,Tue Oct 31 22:27:15 +0000 2017,@AppleSupport why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,[USER] why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,@116104 Let us look into that. What device and OS version are you using?,[CUSTOMER] Let us look into that. What device and OS version are you using?,True,2,False,"Customer: [USER] why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?
AppleSupport: [CUSTOMER] Let us look into that. What device and OS version are you using?",GENERAL_INQUIRY_FEEDBACK
apple_conv_1785,1785,116106,Tue Oct 31 22:27:34 +0000 2017,@AppleSupport epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?,[USER] epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?,@116106 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,[CUSTOMER] We offer support via Twitter in English. Contact us for help in your preferred language here: [URL],True,2,False,"Customer: [USER] epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?
AppleSupport: [CUSTOMER] We offer support via Twitter in English. Contact us for help in your preferred language here: [URL]",GENERAL_INQUIRY_FEEDBACK
apple_conv_1791,1791,116107,Tue Oct 31 21:25:20 +0000 2017,why won’t my apps fuccin download or update @AppleSupport,why won’t my apps fuccin download or update [USER],"@116107 Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it? 
@116107 Please keep us posted afterwards. 
@116107 Glad to hear and just reach out again if you need help. Have a good one!","[CUSTOMER] Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it? 
[CUSTOMER] Please keep us posted afterwards. 
[CUSTOMER] Glad to hear and just reach out again if you need help. Have a good one!",True,6,True,"Customer: why won’t my apps fuccin download or update [USER]
AppleSupport: [CUSTOMER] Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?
Customer: [USER] No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that
AppleSupport: [CUSTOMER] Please keep us posted afterwards.
Customer: [USER] Worked 👌🏽
AppleSupport: [CUSTOMER] Glad to hear and just reach out again if you need help. Have a good one!",IOS_UPDATE_SYSTEM_CRASH
apple_conv_2613,2613,116332,Tue Oct 31 22:44:41 +0000 2017,"Cupertino, we have a problem. .@115858 .@116333 .@AppleSupport .@190 https://t.co/ImMcJ8QsTM","Cupertino, we have a problem. .[CUSTOMER] .[CUSTOMER] .[USER] .[CUSTOMER] [URL]","@116332 We'd like to see what we can do to assist. What version of iOS are you currently running? We released iOS 11.1 today. 
@116332 Let us know and we'll continue from there. https://t.co/GDrqU22YpT","[CUSTOMER] We'd like to see what we can do to assist. What version of iOS are you currently running? We released iOS 11.1 today. 
[CUSTOMER] Let us know and we'll continue from there. [URL]",True,5,True,"Customer: Cupertino, we have a problem. .[CUSTOMER] .[CUSTOMER] .[USER] .[CUSTOMER] [URL]
AppleSupport: [CUSTOMER] We'd like to see what we can do to assist. What version of iOS are you currently running? We released iOS 11.1 today.
Customer: [USER] $100 billion says that solves my problem? I’m on 11.0.3 currently. Hold please.
Customer: [USER] While I️ have u,as imessaging has become so impersonal &amp; frequent, when will you implement italics/bold etc 2 give more context to message?
AppleSupport: [CUSTOMER] Let us know and we'll continue from there. [URL]",IOS_UPDATE_SYSTEM_CRASH
apple_conv_2616,2616,116334,Tue Oct 31 22:48:09 +0000 2017,"@AppleSupport why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life","[USER] why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life","@116334 Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using? 
@116334 Got it. Does this happen while using any particular App or feature? Let us know via a DM. We’ll keep moving forward from there. https://t.co/GDrqU22YpT","[CUSTOMER] Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using? 
[CUSTOMER] Got it. Does this happen while using any particular App or feature? Let us know via a DM. We’ll keep moving forward from there. [URL]",True,4,True,"Customer: [USER] why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life
AppleSupport: [CUSTOMER] Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?
Customer: [USER] Yes, after the update. I Phone 7
AppleSupport: [CUSTOMER] Got it. Does this happen while using any particular App or feature? Let us know via a DM. We’ll keep moving forward from there. [URL]",BATTERY_POWER_CHARGING
apple_conv_2620,2620,116335,Tue Oct 31 22:47:13 +0000 2017,@AppleSupport watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.,[USER] watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.,"@116335 You should still be able to control Music on your iPhone from the watch. Check out the user guide here: https://t.co/vRQnmrhVHj 
@116335 We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT","[CUSTOMER] You should still be able to control Music on your iPhone from the watch. Check out the user guide here: [URL] 
[CUSTOMER] We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. [URL]",True,4,True,"Customer: [USER] watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.
AppleSupport: [CUSTOMER] You should still be able to control Music on your iPhone from the watch. Check out the user guide here: [URL]
Customer: [USER] But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.
AppleSupport: [CUSTOMER] We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. [URL]",GENERAL_INQUIRY_FEEDBACK
apple_conv_2632,2632,116338,Tue Oct 31 22:44:52 +0000 2017,And why is my music NEVER in my control center?! @AppleSupport,And why is my music NEVER in my control center?! [USER],"@116338 We're here to help out! Which device is this on and which version of iOS is currently installed? 
@116338 Thank you very much! Send us a DM to let us know if your speaker doesn't work on calls, or if other apps are affected as well. https://t.co/GDrqU22YpT","[CUSTOMER] We're here to help out! Which device is this on and which version of iOS is currently installed? 
[CUSTOMER] Thank you very much! Send us a DM to let us know if your speaker doesn't work on calls, or if other apps are affected as well. [URL]",True,4,True,"Customer: And why is my music NEVER in my control center?! [USER]
AppleSupport: [CUSTOMER] We're here to help out! Which device is this on and which version of iOS is currently installed?
Customer: [USER] iPhone 7+, iOS 11.1
AppleSupport: [CUSTOMER] Thank you very much! Send us a DM to let us know if your speaker doesn't work on calls, or if other apps are affected as well. [URL]",HARDWARE_SCREEN_AUDIO
apple_conv_2640,2640,116340,Tue Oct 31 22:44:43 +0000 2017,"@AppleSupport hi, I have a problem with my macbook pro, it won't turn on, I think it might be the charger but not sure. Is there a...","[USER] hi, I have a problem with my macbook pro, it won't turn on, I think it might be the charger but not sure. Is there a...","@116340 We can help. Let’s start with the following steps to see if we can save you a trip in for service: https://t.co/RqWW0duJ0U 
@116340 We certainly want to take a closer look into this. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT","[CUSTOMER] We can help. Let’s start with the following steps to see if we can save you a trip in for service: [URL] 
[CUSTOMER] We certainly want to take a closer look into this. Select the following link to join us in a DM and we'll go from there. [URL]",True,5,True,"Customer: [USER] hi, I have a problem with my macbook pro, it won't turn on, I think it might be the charger but not sure. Is there a...
Customer: [USER] ...cost for sending in for diagnosing a problem if it's out of warranty?
AppleSupport: [CUSTOMER] We can help. Let’s start with the following steps to see if we can save you a trip in for service: [URL]
Customer: [USER] Hi, I plugged an adapter straight into the transformer and it still didn't charger. The charger LED does not light up either.
AppleSupport: [CUSTOMER] We certainly want to take a closer look into this. Select the following link to join us in a DM and we'll go from there. [URL]",BATTERY_POWER_CHARGING
apple_conv_2642,2642,116341,Tue Oct 31 22:44:01 +0000 2017,@AppleSupport still no reliable Bluetooth on my iPhone 8+.,[USER] still no reliable Bluetooth on my iPhone 8+.,@116341 Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help. https://t.co/GDrqU22YpT,[CUSTOMER] Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help. [URL],True,2,False,"Customer: [USER] still no reliable Bluetooth on my iPhone 8+.
AppleSupport: [CUSTOMER] Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help. [URL]",CONNECTIVITY_NETWORK_BLUETOOTH
apple_conv_2648,2648,116343,Tue Oct 31 22:37:41 +0000 2017,@AppleSupport do you have any apps for epilepsy so I can detect my seizures thanks in advance,[USER] do you have any apps for epilepsy so I can detect my seizures thanks in advance,"@116343 Hey, we can provide some guidance. Let's meet in DM and we'll go from there. https://t.co/GDrqU22YpT","[CUSTOMER] Hey, we can provide some guidance. Let's meet in DM and we'll go from there. [URL]",True,2,False,"Customer: [USER] do you have any apps for epilepsy so I can detect my seizures thanks in advance
AppleSupport: [CUSTOMER] Hey, we can provide some guidance. Let's meet in DM and we'll go from there. [URL]",GENERAL_INQUIRY_FEEDBACK
apple_conv_2656,2656,116345,Tue Oct 31 20:02:52 +0000 2017,My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? @AppleSupport,My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? [USER],"@116345 We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version? 
@116345 Since we just released iOS 11.1 today, can you clarify which exact version you have installed? 
@116345 Got it. We'd recommend backing up and updating your device to 11.1 and test things out further. Keep us posted on the results.","[CUSTOMER] We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version? 
[CUSTOMER] Since we just released iOS 11.1 today, can you clarify which exact version you have installed? 
[CUSTOMER] Got it. We'd recommend backing up and updating your device to 11.1 and test things out further. Keep us posted on the results.",True,6,True,"Customer: My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? [USER]
AppleSupport: [CUSTOMER] We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version?
Customer: [USER] newest version of iOS and iPhone 7
AppleSupport: [CUSTOMER] Since we just released iOS 11.1 today, can you clarify which exact version you have installed?
Customer: [USER] 11.0.3
AppleSupport: [CUSTOMER] Got it. We'd recommend backing up and updating your device to 11.1 and test things out further. Keep us posted on the results.",IOS_UPDATE_SYSTEM_CRASH
apple_conv_2662,2662,116347,Tue Oct 31 22:32:52 +0000 2017,So why is this happening I️ I️ I️ @AppleSupport,So why is this happening I️ I️ I️ [USER],@116347 We'd be glad to see what we can do for you. Let's meet up in DM first. Thanks! https://t.co/GDrqU22YpT,[CUSTOMER] We'd be glad to see what we can do for you. Let's meet up in DM first. Thanks! [URL],True,2,False,"Customer: So why is this happening I️ I️ I️ [USER]
AppleSupport: [CUSTOMER] We'd be glad to see what we can do for you. Let's meet up in DM first. Thanks! [URL]",GENERAL_INQUIRY_FEEDBACK
apple_conv_2666,2666,116348,Tue Oct 31 22:44:20 +0000 2017,I keep getting this error message saying “the item can’t be played” and idk how to fix it... @115948 @AppleSupport,I keep getting this error message saying “the item can’t be played” and idk how to fix it... [CUSTOMER] [USER],"@116348 We'd like to look into this with you. Does the song appear to be greyed out? 
@116348 Thank you for reaching out. We've received your DM and will continue working with you there.","[CUSTOMER] We'd like to look into this with you. Does the song appear to be greyed out? 
[CUSTOMER] Thank you for reaching out. We've received your DM and will continue working with you there.",True,4,True,"Customer: I keep getting this error message saying “the item can’t be played” and idk how to fix it... [CUSTOMER] [USER]
AppleSupport: [CUSTOMER] We'd like to look into this with you. Does the song appear to be greyed out?
Customer: [USER] Yes
AppleSupport: [CUSTOMER] Thank you for reaching out. We've received your DM and will continue working with you there.",GENERAL_INQUIRY_FEEDBACK
apple_conv_2676,2676,116349,Tue Oct 31 22:04:56 +0000 2017,@AppleSupport HELP ME. I have a problem with my iPhone 7😑,[USER] HELP ME. I have a problem with my iPhone 7😑,"@116349 We're happy to help. What seems to be the problem? 
@116349 Send us a DM please and we will go from there. https://t.co/GDrqU22YpT","[CUSTOMER] We're happy to help. What seems to be the problem? 
[CUSTOMER] Send us a DM please and we will go from there. [URL]",True,8,True,"Customer: [USER] HELP ME. I have a problem with my iPhone 7😑
AppleSupport: [CUSTOMER] We're happy to help. What seems to be the problem?
Customer: [USER] See how it says searching at the top instead of giving me signal?.....I’ve been dealing with that for 2 weeks and sprint did everything [URL]
Customer: [USER] They could nothing worked. I went into the Apple store in lynnwood, and the guy tried to charge me for a replacement phone although it’s an
Customer: [USER] Internal problem. Any suggestions on how to help? Im not paying for a new phone because I didn’t cause the damage.
Customer: [USER] [USER] ^^check this out
AppleSupport: [CUSTOMER] Send us a DM please and we will go from there. [URL]
Customer: [USER] I did",GENERAL_INQUIRY_FEEDBACK
