conversation_id,root_tweet_id,customer_id,created_at,customer_message_raw,customer_message_clean,brand_response_raw,brand_response_clean,has_brand_response,turn_count,has_multiple_turns,full_transcript,intent
apple_conv_429133,429133,217047,Tue Oct 10 08:51:27 +0000 2017,@AppleSupport hey I keep having issues with my macbook pro 2016 model. graphics issues and it keeps crashing. not good considering the price tag I paid 🙄,[USER] hey I keep having issues with my macbook pro 2016 model. graphics issues and it keeps crashing. not good considering the price tag I paid 🙄,"@217047 We want you to enjoy your Mac; we'll do all we can to help. To start, what specific graphics issues are you experiencing? 
@217047 There are some steps we'd like to start with to see if they help. Let's begin with our NVRAM reset: https://t.co/sf0JEbUJVS","[CUSTOMER] We want you to enjoy your Mac; we'll do all we can to help. To start, what specific graphics issues are you experiencing? 
[CUSTOMER] There are some steps we'd like to start with to see if they help. Let's begin with our NVRAM reset: [URL]",True,4,True,"Customer: [USER] hey I keep having issues with my macbook pro 2016 model. graphics issues and it keeps crashing. not good considering the price tag I paid 🙄
AppleSupport: [CUSTOMER] We want you to enjoy your Mac; we'll do all we can to help. To start, what specific graphics issues are you experiencing?
Customer: [USER] Stuff like this. Sometimes the screen will be completely red. Or the computer will just crash. Sometimes the touch bar likes to freeze as wel 🙄 [URL]
AppleSupport: [CUSTOMER] There are some steps we'd like to start with to see if they help. Let's begin with our NVRAM reset: [URL]",IOS_UPDATE_SYSTEM_CRASH
apple_conv_123109,123109,143495,Fri Nov 24 00:29:24 +0000 2017,Ok @AppleSupport I’m sick of this “I️” situation FIX IT! NOW,Ok [USER] I’m sick of this “I️” situation FIX IT! NOW,@143495 We want to help you with this issue. Which iOS version is your device currently running? We want to make sure that you're running the latest version. You can check this through Settings &gt; General &gt; About.,[CUSTOMER] We want to help you with this issue. Which iOS version is your device currently running? We want to make sure that you're running the latest version. You can check this through Settings &gt; General &gt; About.,True,2,False,"Customer: Ok [USER] I’m sick of this “I️” situation FIX IT! NOW
AppleSupport: [CUSTOMER] We want to help you with this issue. Which iOS version is your device currently running? We want to make sure that you're running the latest version. You can check this through Settings &gt; General &gt; About.",IOS_UPDATE_SYSTEM_CRASH
apple_conv_428334,428334,216873,Tue Oct 10 07:17:29 +0000 2017,"Question: Can i connect an iCloud Drive to #AppleTV and store movies there, and will they play on AppleTV?
@AppleSupport @115858 @15443","Question: Can i connect an iCloud Drive to #AppleTV and store movies there, and will they play on AppleTV? [USER] [CUSTOMER] [CUSTOMER]",@216873 Let's have you reach out to our Apple TV experts on this one. Get in touch with them here: https://t.co/IBIY3vMgPj,[CUSTOMER] Let's have you reach out to our Apple TV experts on this one. Get in touch with them here: [URL],True,2,False,"Customer: Question: Can i connect an iCloud Drive to #AppleTV and store movies there, and will they play on AppleTV? [USER] [CUSTOMER] [CUSTOMER]
AppleSupport: [CUSTOMER] Let's have you reach out to our Apple TV experts on this one. Get in touch with them here: [URL]",ACCOUNT_ICLOUD_SECURITY
apple_conv_392263,392263,208884,Mon Oct 09 14:25:04 +0000 2017,Another @AppleSupport update and another issue with iOS 11,Another [USER] update and another issue with iOS 11,"@208884 We'd love to help you. Did you install the iOS 11.0.2 update? Can you DM us what's happening exactly? https://t.co/GDrqU22YpT 
@208884 We'll be happy to work with you to get to the bottom of this. Are you not receiving notifications for all apps? DM us here: https://t.co/GDrqU22YpT","[CUSTOMER] We'd love to help you. Did you install the iOS 11.0.2 update? Can you DM us what's happening exactly? [URL] 
[CUSTOMER] We'll be happy to work with you to get to the bottom of this. Are you not receiving notifications for all apps? DM us here: [URL]",True,4,True,"Customer: Another [USER] update and another issue with iOS 11
AppleSupport: [CUSTOMER] We'd love to help you. Did you install the iOS 11.0.2 update? Can you DM us what's happening exactly? [URL]
Customer: [USER] Yeah i did and 11.0.3 but it’s slowed down the phone, don’t get notifications and when I open messages I can’t see my keyboard
AppleSupport: [CUSTOMER] We'll be happy to work with you to get to the bottom of this. Are you not receiving notifications for all apps? DM us here: [URL]",IOS_UPDATE_SYSTEM_CRASH
apple_conv_387637,387637,207756,Mon Oct 09 06:44:53 +0000 2017,"@AppleSupport  El nuevo #iOS11.0.2 es horrible, el #iPhone se pone ardiendo y la batería ... bueno, de la batería mejor ni hablar...","[USER] El nuevo #iOS11.0.2 es horrible, el #iPhone se pone ardiendo y la batería ... bueno, de la batería mejor ni hablar...",@207756 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,[CUSTOMER] We offer support via Twitter in English. Get help in Spanish here: [URL] or join [URL],True,2,False,"Customer: [USER] El nuevo #iOS11.0.2 es horrible, el #iPhone se pone ardiendo y la batería ... bueno, de la batería mejor ni hablar...
AppleSupport: [CUSTOMER] We offer support via Twitter in English. Get help in Spanish here: [URL] or join [URL]",IOS_UPDATE_SYSTEM_CRASH
apple_conv_301571,301571,187943,Fri Oct 06 15:43:31 +0000 2017,@AppleSupport updated my phone. Now it constantly freezes and apps constantly crash. PLEASE FIX,[USER] updated my phone. Now it constantly freezes and apps constantly crash. PLEASE FIX,"@187943 We’d be happy to look into this for you. Send us a DM with the iPhone you are using and the iOS version it is running. https://t.co/GDrqU22YpT 
@187943 Let's get to DM, so we can work out what's happening. Use the link below. https://t.co/GDrqU22YpT","[CUSTOMER] We’d be happy to look into this for you. Send us a DM with the iPhone you are using and the iOS version it is running. [URL] 
[CUSTOMER] Let's get to DM, so we can work out what's happening. Use the link below. [URL]",True,4,True,"Customer: [USER] updated my phone. Now it constantly freezes and apps constantly crash. PLEASE FIX
AppleSupport: [CUSTOMER] We’d be happy to look into this for you. Send us a DM with the iPhone you are using and the iOS version it is running. [URL]
Customer: [USER] 7 plus. 11.0.2
AppleSupport: [CUSTOMER] Let's get to DM, so we can work out what's happening. Use the link below. [URL]",IOS_UPDATE_SYSTEM_CRASH
apple_conv_284889,284889,183869,Fri Oct 06 00:01:09 +0000 2017,@AppleSupport please fix the mini player on te new update or just go back to the 10,[USER] please fix the mini player on te new update or just go back to the 10,"@183869 We'd like to know more about what you're experiencing. Is the issue happening in Control Center on iOS 11? 
@183869 Are you playing songs through the Music app, or another? Also, what's your device model, and the installed iOS 11 version? 
@183869 Thank you for confirming that. Let's go into DM so we can team up to get this sorted. https://t.co/GDrqU22YpT","[CUSTOMER] We'd like to know more about what you're experiencing. Is the issue happening in Control Center on iOS 11? 
[CUSTOMER] Are you playing songs through the Music app, or another? Also, what's your device model, and the installed iOS 11 version? 
[CUSTOMER] Thank you for confirming that. Let's go into DM so we can team up to get this sorted. [URL]",True,6,True,"Customer: [USER] please fix the mini player on te new update or just go back to the 10
AppleSupport: [CUSTOMER] We'd like to know more about what you're experiencing. Is the issue happening in Control Center on iOS 11?
Customer: [USER] Well every time I swipe up while a song is played...it doesn’t register that I’m playing a song.
AppleSupport: [CUSTOMER] Are you playing songs through the Music app, or another? Also, what's your device model, and the installed iOS 11 version?
Customer: [USER] Yes the music app and iOS 11.2
AppleSupport: [CUSTOMER] Thank you for confirming that. Let's go into DM so we can team up to get this sorted. [URL]",IOS_UPDATE_SYSTEM_CRASH
apple_conv_42651,42651,125428,Wed Nov 01 13:11:11 +0000 2017,@AppleSupport Just wanted to report poor battery life on iPhone 6S following iOS 11.1 update yesterday. Phone also running warmer.,[USER] Just wanted to report poor battery life on iPhone 6S following iOS 11.1 update yesterday. Phone also running warmer.,"@125428 We’d love to help with your battery life. To start, please send us a DM. https://t.co/GDrqU22YpT","[CUSTOMER] We’d love to help with your battery life. To start, please send us a DM. [URL]",True,2,False,"Customer: [USER] Just wanted to report poor battery life on iPhone 6S following iOS 11.1 update yesterday. Phone also running warmer.
AppleSupport: [CUSTOMER] We’d love to help with your battery life. To start, please send us a DM. [URL]",BATTERY_POWER_CHARGING
apple_conv_412348,412348,213386,Tue Oct 10 00:37:37 +0000 2017,@AppleSupport my volume won’t change unless my phone is unlocked/open - what’s up?,[USER] my volume won’t change unless my phone is unlocked/open - what’s up?,@213386 Thank you for reaching out. Please DM us and we will continue from there. https://t.co/GDrqU2kzhr,[CUSTOMER] Thank you for reaching out. Please DM us and we will continue from there. [URL],True,2,False,"Customer: [USER] my volume won’t change unless my phone is unlocked/open - what’s up?
AppleSupport: [CUSTOMER] Thank you for reaching out. Please DM us and we will continue from there. [URL]",ACCOUNT_ICLOUD_SECURITY
apple_conv_284932,284932,183882,Fri Oct 06 06:45:18 +0000 2017,@AppleSupport phone on 70% has died between 10pm &amp; 6am when not in use. I have iOS 11.02. When will this issue be fixed??,[USER] phone on 70% has died between 10pm &amp; 6am when not in use. I have iOS 11.02. When will this issue be fixed??,@183882 We'd like to work with you more on this battery issue. Meet us in DM at the link below to get started. https://t.co/GDrqU22YpT,[CUSTOMER] We'd like to work with you more on this battery issue. Meet us in DM at the link below to get started. [URL],True,2,False,"Customer: [USER] phone on 70% has died between 10pm &amp; 6am when not in use. I have iOS 11.02. When will this issue be fixed??
AppleSupport: [CUSTOMER] We'd like to work with you more on this battery issue. Meet us in DM at the link below to get started. [URL]",BATTERY_POWER_CHARGING
apple_conv_394083,394083,200991,Mon Oct 09 16:05:17 +0000 2017,@AppleSupport this wat is happening after i installed ios 11.0.2 https://t.co/y4ukbyjvK4,[USER] this wat is happening after i installed ios 11.0.2 [URL],@200991 Let's restart the device. Does the issue remain?,[CUSTOMER] Let's restart the device. Does the issue remain?,True,2,False,"Customer: [USER] this wat is happening after i installed ios 11.0.2 [URL]
AppleSupport: [CUSTOMER] Let's restart the device. Does the issue remain?",IOS_UPDATE_SYSTEM_CRASH
apple_conv_308586,308586,189689,Fri Oct 06 22:07:02 +0000 2017,@AppleSupport Still not receiving any support for my issue.  I am filing a complaint about this along with a refund and a return label.,[USER] Still not receiving any support for my issue. I am filing a complaint about this along with a refund and a return label.,"@189689 For issues with an Apple TV, you'll want to reach out to the experts here: https://t.co/IBIY3vMgPj","[CUSTOMER] For issues with an Apple TV, you'll want to reach out to the experts here: [URL]",True,3,True,"Customer: [USER] Still not receiving any support for my issue. I am filing a complaint about this along with a refund and a return label.
AppleSupport: [CUSTOMER] For issues with an Apple TV, you'll want to reach out to the experts here: [URL]
Customer: [USER] Does it always take you over 5 hours to respond to someone",APPSTORE_BILLING_SUBSCRIPTION
apple_conv_98838,98838,137632,Wed Nov 29 19:07:15 +0000 2017,"@AppleSupport Why oh why didn’t I get my badge? Worked so hard for this. Watch 3, iPhone X, all software up to date https://t.co/Pav5uVBYLq","[USER] Why oh why didn’t I get my badge? Worked so hard for this. Watch 3, iPhone X, all software up to date [URL]","@137632 Those achievements can take 9 days to appear after you've earned them. You can read more about that here: https://t.co/xwf6lrIgzJ 
@137632 Awesome! Please let us know if you have any other issues or questions.","[CUSTOMER] Those achievements can take 9 days to appear after you've earned them. You can read more about that here: [URL] 
[CUSTOMER] Awesome! Please let us know if you have any other issues or questions.",True,5,True,"Customer: [USER] Why oh why didn’t I get my badge? Worked so hard for this. Watch 3, iPhone X, all software up to date [URL]
AppleSupport: [CUSTOMER] Those achievements can take 9 days to appear after you've earned them. You can read more about that here: [URL]
Customer: [USER] Okay, thanks
Customer: [USER] Got it! [URL]
AppleSupport: [CUSTOMER] Awesome! Please let us know if you have any other issues or questions.",GENERAL_INQUIRY_FEEDBACK
apple_conv_407527,407527,196809,Mon Oct 09 21:19:27 +0000 2017,@AppleSupport question about Apple.music,[USER] question about Apple.music,"@196809 Ask away. We will do our best to answer your questions. 
@196809 No problem! Check this out: https://t.co/Y0YoIRcZa7 It should have all the information you need. 
@196809 Let's follow up in DM. We'll take a closer look there. https://t.co/GDrqU22YpT","[CUSTOMER] Ask away. We will do our best to answer your questions. 
[CUSTOMER] No problem! Check this out: [URL] It should have all the information you need. 
[CUSTOMER] Let's follow up in DM. We'll take a closer look there. [URL]",True,7,True,"Customer: [USER] question about Apple.music
AppleSupport: [CUSTOMER] Ask away. We will do our best to answer your questions.
Customer: [USER] I need to update my payment method but don't have access to a Mac computer
AppleSupport: [CUSTOMER] No problem! Check this out: [URL] It should have all the information you need.
Customer: [USER] Yay!
Customer: [USER] Oh no it's sending a verification code to another device. But I don't have anything else 😔
AppleSupport: [CUSTOMER] Let's follow up in DM. We'll take a closer look there. [URL]",GENERAL_INQUIRY_FEEDBACK
apple_conv_148227,148227,149723,Fri Nov 24 10:14:07 +0000 2017,@AppleSupport after updating IOs 11 my phone is working like a P-1 processor PC. Very Bad experience.,[USER] after updating IOs 11 my phone is working like a P-1 processor PC. Very Bad experience.,"@149723 Let's help make sure your iPhone is running as expected. Tell us the iOS 11 version you have installed, and more details on what you're experiencing.","[CUSTOMER] Let's help make sure your iPhone is running as expected. Tell us the iOS 11 version you have installed, and more details on what you're experiencing.",True,2,False,"Customer: [USER] after updating IOs 11 my phone is working like a P-1 processor PC. Very Bad experience.
AppleSupport: [CUSTOMER] Let's help make sure your iPhone is running as expected. Tell us the iOS 11 version you have installed, and more details on what you're experiencing.",IOS_UPDATE_SYSTEM_CRASH
apple_conv_101298,101298,138174,Thu Nov 30 16:53:25 +0000 2017,@AppleSupport is it possible to make an appointment for someone else? My sister is locked out of her account and her iPhone is dead so she can’t receive the code.,[USER] is it possible to make an appointment for someone else? My sister is locked out of her account and her iPhone is dead so she can’t receive the code.,"@138174 We’d be happy to assist.  Just so we are on the same page, she is trying to receive her two-factor authentication to unlock her Apple ID, and you wanted to make an Apple Retail Store appointment?  Please respond in DM. https://t.co/GDrqU22YpT","[CUSTOMER] We’d be happy to assist. Just so we are on the same page, she is trying to receive her two-factor authentication to unlock her Apple ID, and you wanted to make an Apple Retail Store appointment? Please respond in DM. [URL]",True,2,False,"Customer: [USER] is it possible to make an appointment for someone else? My sister is locked out of her account and her iPhone is dead so she can’t receive the code.
AppleSupport: [CUSTOMER] We’d be happy to assist. Just so we are on the same page, she is trying to receive her two-factor authentication to unlock her Apple ID, and you wanted to make an Apple Retail Store appointment? Please respond in DM. [URL]",ACCOUNT_ICLOUD_SECURITY
apple_conv_306212,306212,189105,Fri Oct 06 20:28:49 +0000 2017,updated to ios11 and my music app doesn’t work. sick of your products falling apart when the news and new updates come out @AppleSupport,updated to ios11 and my music app doesn’t work. sick of your products falling apart when the news and new updates come out [USER],"@189105 We’d like to understand more about this. What's happening with your Music app? Also, be sure you've updated to iOS 11.0.2","[CUSTOMER] We’d like to understand more about this. What's happening with your Music app? Also, be sure you've updated to iOS 11.0.2",True,2,False,"Customer: updated to ios11 and my music app doesn’t work. sick of your products falling apart when the news and new updates come out [USER]
AppleSupport: [CUSTOMER] We’d like to understand more about this. What's happening with your Music app? Also, be sure you've updated to iOS 11.0.2",IOS_UPDATE_SYSTEM_CRASH
apple_conv_301122,301122,187820,Fri Oct 06 17:54:00 +0000 2017,@AppleSupport Battery life on 3 month old iPhone 7 is ruined since 11.0.2. 1% of battery life lasting &lt;1 minute. Need phone for 2FA.,[USER] Battery life on 3 month old iPhone 7 is ruined since 11.0.2. 1% of battery life lasting &lt;1 minute. Need phone for 2FA.,@187820 We can check out your battery in more detail. Meet us in DM at the link below. https://t.co/GDrqU22YpT,[CUSTOMER] We can check out your battery in more detail. Meet us in DM at the link below. [URL],True,2,False,"Customer: [USER] Battery life on 3 month old iPhone 7 is ruined since 11.0.2. 1% of battery life lasting &lt;1 minute. Need phone for 2FA.
AppleSupport: [CUSTOMER] We can check out your battery in more detail. Meet us in DM at the link below. [URL]",ACCOUNT_ICLOUD_SECURITY
apple_conv_81961,81961,134124,Thu Nov 30 05:08:33 +0000 2017,"@AppleSupport since the last IPhone upgrade my phone is slow, slow slow no fun to use..I called support and you had me up grade my computer then try to refresh my phone with iTunes, you were to call me back in an hour at your suggestion but you never did and I waited and waited","[USER] since the last IPhone upgrade my phone is slow, slow slow no fun to use..I called support and you had me up grade my computer then try to refresh my phone with iTunes, you were to call me back in an hour at your suggestion but you never did and I waited and waited",@134124 We want to help figure out what happened. Meet us in DM and we will go from there. https://t.co/GDrqU22YpT,[CUSTOMER] We want to help figure out what happened. Meet us in DM and we will go from there. [URL],True,2,False,"Customer: [USER] since the last IPhone upgrade my phone is slow, slow slow no fun to use..I called support and you had me up grade my computer then try to refresh my phone with iTunes, you were to call me back in an hour at your suggestion but you never did and I waited and waited
AppleSupport: [CUSTOMER] We want to help figure out what happened. Meet us in DM and we will go from there. [URL]",GENERAL_INQUIRY_FEEDBACK
apple_conv_433033,433033,217990,Tue Oct 10 15:05:49 +0000 2017,@AppleSupport unable to update iOS 11 https://t.co/AozPYxxuA2,[USER] unable to update iOS 11 [URL],"@217990 Thanks for reaching out. Are you able to check for that update when you connect to Wi-Fi? 
@217990 Thanks for sharing. Let's take a closer look at this issue together in DM. https://t.co/GDrqU22YpT","[CUSTOMER] Thanks for reaching out. Are you able to check for that update when you connect to Wi-Fi? 
[CUSTOMER] Thanks for sharing. Let's take a closer look at this issue together in DM. [URL]",True,7,True,"Customer: [USER] unable to update iOS 11 [URL]
AppleSupport: [CUSTOMER] Thanks for reaching out. Are you able to check for that update when you connect to Wi-Fi?
Customer: [USER] No, same problem with wifi as well
Customer: [USER] Product serial no. DNPV2JKAHG7F
Customer: [USER] [URL]
AppleSupport: [CUSTOMER] Thanks for sharing. Let's take a closer look at this issue together in DM. [URL]
Customer: [USER] Please reply to the DM",CONNECTIVITY_NETWORK_BLUETOOTH
apple_conv_321234,321234,192531,Sat Oct 07 02:52:08 +0000 2017,@AppleSupport @118845 @159983 I feel personally betrayed https://t.co/Z7BvdlO81j,[USER] [CUSTOMER] [CUSTOMER] I feel personally betrayed [URL],"@192531 If we understand your video correctly, Beats are paired to the Mac that you didn't pair. Is that correct?","[CUSTOMER] If we understand your video correctly, Beats are paired to the Mac that you didn't pair. Is that correct?",True,2,False,"Customer: [USER] [CUSTOMER] [CUSTOMER] I feel personally betrayed [URL]
AppleSupport: [CUSTOMER] If we understand your video correctly, Beats are paired to the Mac that you didn't pair. Is that correct?",GENERAL_INQUIRY_FEEDBACK
